/000/025 0
/000/272 0
/001/022 1
/001/092 1
/001/144 1
/001/195 1
/001/227 1
/001/240 1
/002/088 1
/002/091 1
/003/164 1
/003/187 1
/003/215 1
/005/000 1
/005/174 1
/005/292 1
/006/048 1
/006/252 1
/007/003 0
/007/163 0
/007/269 1
/008/049 1
/008/121 1
/008/293 1
/009/162 1
/009/182 1
/009/214 0
/010/086 1
/010/133 1
/010/141 1
/010/182 1
/010/259 1
/011/095 0
/011/151 1
/011/228 1
/012/178 1
/013/075 1
/013/098 1
/013/177 1
/014/011 1
/014/078 1
/014/148 1
/014/161 0
/014/283 1
/015/115 1
/015/166 1
/015/196 1
/016/052 0
/016/081 0
/016/114 1
/016/159 1
/016/260 1
/017/029 0
/017/076 1
/017/156 1
/017/170 1
/017/276 1
/018/008 1
/018/064 1
/018/186 1
/018/282 1
/019/051 1
/019/129 1
/019/188 1
/019/213 1
/019/239 1
/020/008 1
/020/021 1
/020/095 1
/020/125 1
/020/167 1
/021/214 1
/021/217 1
/021/234 0
/022/140 1
/022/174 1
/023/083 1
/024/120 1
/024/248 1
/024/268 1
/025/022 1
/025/041 1
/025/055 1
/025/064 1
/025/076 1
/025/087 1
/025/256 1
/025/287 1
/026/245 1
/027/068 0
/027/179 1
/028/010 1
/028/079 1
/028/241 1
/028/251 1
/029/123 1
/029/181 1
/030/006 1
/030/022 1
/030/035 1
/031/161 1
/031/252 1
/032/033 0
/032/180 1
/033/024 1
/033/071 1
/033/074 1
/033/208 1
/034/051 1
/034/054 1
/034/071 0
/034/090 0
/034/226 1
/035/125 1
/035/145 1
/035/149 1
/035/197 1
/035/260 1
/036/126 1
/036/150 1
/037/071 1
/037/074 1
/037/161 1
/038/037 1
/038/250 1
/039/110 1
/039/206 0
/039/232 0
/039/241 1
/039/267 1
/040/015 0
/040/060 1
/040/102 1
/040/195 0
/041/146 0
/042/091 1
/042/112 1
/042/116 1
/042/176 1
/042/201 1
/042/231 1
/042/257 1
/042/294 1
/043/082 0
/043/092 1
/043/176 1
/043/185 1
/043/219 1
/044/296 1
/045/108 1
/045/128 1
/045/182 1
/046/072 1
/046/128 1
/046/138 1
/046/142 1
/046/249 1
/046/264 1
/046/285 1
/047/101 1
/047/113 1
/047/227 1
/048/043 0
